_id,Complaint Number,Channel of Receipt,Initial Request Date for Information,Complaint Subject,Complaint Receipt Date,Entity Complained Against,Closing Date,Decision,Number of Treatment Days,Status,Complainant Type,Freedom of Information Request Subject
712, 278/23,Online Form,2022-10-02 00:00:00,No Response,2023-07-19 00:00:00,משרד התיירות,2024-02-29 00:00:00,Unjustified,225,Treatment Completed,אזרח,בקשת מידע
713, 40/23,Online Form,2022-09-23 00:00:00,No Response,2023-07-02 00:00:00,מתאם פעולות הממשלה בשטחים מתפש,2023-02-19 00:00:00,Justified,12,Treatment Completed,אזרח,מספר הפלסטינים בגדה המערבית וברצועת עזה
714, 374/22,Online Form,2022-08-31 00:00:00,No Response,2022-04-09 00:00:00,משרד הביטחון,2022-09-08 00:00:00,Unjustified,4,Treatment Completed,אזרח,מידע על אגף שיקום נכים במשהבט
715, 140/23,Online Form,2022-12-18 00:00:00,No Response,2023-03-04 00:00:00,צהל,2023-07-10 00:00:00,Justified,98,Treatment Completed,עמותה,"פגישות נציגי צהל עם נציגי משרד האוצר בנושא תקנות """
716, 248/22,Online Form,2022-07-02 00:00:00,No Response,2022-08-06 00:00:00,משרד הבריאות,2022-08-01 00:00:00,Justified,55,Treatment Completed,אזרח,הוספת סטודנטים לרפואה
717, 441/23,Online Form,2023-01-03 00:00:00,No Response,2023-10-27 00:00:00,משרד האוצר,2023-12-14 00:00:00,Unjustified,48,Treatment Completed,אזרח,אי מתן מענה סמוכין 361890 מתאריך 01.03.23 
718, 399/22,Online Form,2022-08-28 00:00:00,No Response,2022-02-10 00:00:00,משרד החינוך,2023-04-20 00:00:00,Justified,200,Treatment Completed,אזרח,נהלי טראנסג'נדרים 
719, 256/24,Online Form,2024-09-06 00:00:00,Lack of Justification,2024-07-15 00:00:00,משטרת ישראל,2024-08-08 00:00:00,Unjustified,24,Treatment Completed,אזרח,הסדר ניגוד עניינים
720, 353/22,Online Form,2022-01-06 00:00:00,No Response,2022-08-22 00:00:00,צהל,2022-09-21 00:00:00,Justified,30,Treatment Completed,עמותה,קביעת תאריך גיוס
721, 119/24,Online Form,2023-09-11 00:00:00,No Response,2024-04-15 00:00:00,משרד המשפטים,2024-04-15 00:00:00,Unjustified,0,Treatment Completed,אזרח,אי מתן מענה סמוכין 395069 תאריך 09.11.23 
722, 425/23,Online Form,2023-07-19 00:00:00,Publication of Administrative Guidelines,2023-09-29 00:00:00,המשרד להגנת הסביבה,2024-01-10 00:00:00,Unjustified,103,Treatment Completed,אזרח,Unknown
723, 69/22,Online Form,2022-01-16 00:00:00,No Response,2022-02-20 00:00:00,משרד הבריאות,2022-05-26 00:00:00,Justified,95,Treatment Completed,אזרח,אי מתן מענה בבקשה לקבלת מידע על פי חוק
724, 467/23,Online Form,2023-11-08 00:00:00,No Response,2023-07-11 00:00:00,משרד החקלאות ופיתוח הכפר,2023-12-14 00:00:00,Unjustified,37,Treatment Completed,אזרח,אי מתן מענה לבקשה 11.08.23 סמוכין  384552 
725, 6/22,Online Form,2022-04-01 00:00:00,Publication of Administrative Guidelines,2022-04-01 00:00:00,משרד התיירות,2022-03-10 00:00:00,Unjustified,65,Treatment Completed,אזרח,Unknown
726, 417/21,Email,2021-06-21 00:00:00,Lack of Justification,2021-12-08 00:00:00,רשות מקרקעי ישראל,2021-11-03 00:00:00,Justified,63,Treatment Completed,אזרח,"אדמות יהודים ביוש"""
727, 220/24,Online Form,2024-02-19 00:00:00,No Response,2024-06-24 00:00:00,משרד הבריאות,2024-08-12 00:00:00,Justified,49,Treatment Completed,עמותה,פירוט התקשרויות מאושרות למחקר
728, 204/22,Online Form,2022-01-19 00:00:00,No Response,2022-10-05 00:00:00,משרד האוצר,2022-06-08 00:00:00,Justified,29,Treatment Completed,אזרח,"נתוני משפטנים בצהל"""
729, 412/21,Online Form,2021-08-19 00:00:00,No Response,2021-08-30 00:00:00,משרד הכלכלה,2021-11-03 00:00:00,Unjustified,65,Treatment Completed,אזרח,מידע על הוועדה המייעצת להעברת מעונות היום
730, 204/23,Online Form,2023-03-23 00:00:00,No Response,2023-05-25 00:00:00,משרד החינוך,2023-07-24 00:00:00,Justified,61,Treatment Completed,אזרח,בירור אפלייה ותנאי רפורמת אופק חדש
731, 71/23,Online Form,2022-09-24 00:00:00,No Response,2023-02-28 00:00:00,הרשות הארצית לכבאות והצלה,2023-12-14 00:00:00,Justified,290,Treatment Completed,עמותה,שריפות פסולת
732, 221/24,Online Form,2023-01-29 00:00:00,No Response,2024-06-25 00:00:00,משרד הבריאות,2024-08-12 00:00:00,Justified,48,Treatment Completed,אזרח,מסמכים לגבי החיסון מותאם אומיקרון
733, 397/21,Online Form,2020-01-01 00:00:00,No Response,2021-08-16 00:00:00,הנהלת בתי הדין הרבניים,2022-03-16 00:00:00,Justified,212,Treatment Completed,עמותה, 9 בקשות שונות שלא נענו מאז 2020
734, 201/22,Online Form,2022-11-04 00:00:00,Fees,2022-09-05 00:00:00,משרד התחבורה והבטיחות בדרכים,2022-07-25 00:00:00,Justified,77,Treatment Completed,אזרח, מידע ממאגר
735, 476/22,Online Form,2022-05-17 00:00:00,No Response,2022-11-12 00:00:00,משרד החינוך,2023-02-16 00:00:00,Justified,67,Treatment Completed,אחר,אמיר לנציאנו
736, 164/22,Online Form,2022-01-19 00:00:00,No Response,2022-04-14 00:00:00,משרד הבינוי והשיכון,2022-04-28 00:00:00,Unjustified,14,Treatment Completed,חברה,שימועים בגין עבירות בטיחות – רשם הקבלנים
737, 247/23,Online Form,2022-06-09 00:00:00,No Response,2023-06-26 00:00:00,הרבנות הראשית לישראל,2023-07-31 00:00:00,Unjustified,36,Treatment Completed,אזרח,העלמת מידע 
738, 8/24,Online Form,2023-05-09 00:00:00,Lack of Justification,2024-07-01 00:00:00,משרד החינוך,2024-01-18 00:00:00,Justified,11,Treatment Completed,עמותה,מבחן מחוננים
739, 182/23,Online Form,2023-01-29 00:00:00,No Response,2023-11-05 00:00:00,משרד האוצר,2023-07-13 00:00:00,Unjustified,63,Treatment Completed,אזרח,קבלת העתק מסמך תשובת שר האוצר
740, 18/24,Online Form,2024-12-01 00:00:00,No Response,2024-01-14 00:00:00,מנהל אזרחי אזור יהודה ושומרון,2024-03-07 00:00:00,Justified,53,Treatment Completed,אזרח,פסקי דין מאושרים לצו 348
741, 255/24,Online Form,2024-03-25 00:00:00,No Response,2024-07-15 00:00:00,משרד המשפטים,,,29,In Treatment,עמותה,צו הורות פסיקתי
742, 272/23,Online Form,2022-09-24 00:00:00,No Response,2023-07-14 00:00:00,המשרד להגנת הסביבה,2023-08-31 00:00:00,Justified,48,Treatment Completed,עמותה,פעילות המשטרה הירוקה
743, 395/21,Online Form,2021-12-08 00:00:00,No Response,2021-08-16 00:00:00,משרד התחבורה והבטיחות בדרכים,2021-08-17 00:00:00,Unjustified,1,Treatment Completed,אזרח,תקצוב משרד התחבורה פרויקטים תחבורתיים וסובסידיות ב
744, 404/23,Online Form,2023-04-20 00:00:00,No Response,2023-11-09 00:00:00,משרד הבריאות,2024-01-10 00:00:00,Justified,121,Treatment Completed,אזרח,אצוות חיסון פייזר
745, 215/22,Online Form,2021-04-12 00:00:00,No Response,2022-05-18 00:00:00,מנהל אזרחי אזור יהודה ושומרון,2022-06-01 00:00:00,Justified,14,Treatment Completed,אזרח,פעולות אכיפה בתחום איכות הסביבה
746, 387/21,Online Form,2021-02-15 00:00:00,No Response,2021-09-08 00:00:00,משרד הבריאות,2022-03-16 00:00:00,Justified,219,Treatment Completed,אזרח,פניה מס' 643068 ופניה מספר 644187
747, 70/22,Online Form,2021-12-14 00:00:00,No Response,2022-02-20 00:00:00,משרד ראש הממשלה,2022-05-26 00:00:00,Justified,95,Treatment Completed,אזרח,עלות חכירת מטוס מסחרי לטיסות
748, 166/24,Online Form,2023-12-02 00:00:00,No Response,2024-05-20 00:00:00,משרד הבריאות,2024-07-01 00:00:00,Justified,42,Treatment Completed,אזרח,אופן חישוב השתתפות בדמי אשפוז
749, 51/22,Online Form,2021-09-09 00:00:00,No Response,2022-10-02 00:00:00,המשרד להגנת הסביבה,2022-05-26 00:00:00,Justified,105,Treatment Completed,אזרח,רותם אמפרט
750, 411/22,Online Form,2022-09-18 00:00:00,No Response,2022-10-19 00:00:00,משרד החינוך,2023-05-03 00:00:00,Justified,196,Treatment Completed,עמותה,פרטים על מורי החטיבות העליונות
751, 259/24,Online Form,2024-03-13 00:00:00,No Response,2024-07-15 00:00:00,צהל,,,29,In Treatment,עמותה,כריתת אשך ללא הסכמה
752, 393/22,Online Form,2022-07-16 00:00:00,No Response,2022-09-20 00:00:00,משרד הכלכלה,2023-05-04 00:00:00,Unjustified,226,Treatment Completed,אזרח,מתן חסויות על ידי משרד הכלכלה ועובדי ציברר ממשרד ה
753, 72/22,Online Form,2022-02-22 00:00:00,No Response,2022-02-22 00:00:00,משרד הבריאות,2022-04-12 00:00:00,Justified,49,Treatment Completed,עמותה,חלופות ניסויים משרד הבריאות
754, 31/23,Online Form,2022-02-12 00:00:00,No Response,2023-01-27 00:00:00,הרשות הארצית לכבאות והצלה,2023-07-10 00:00:00,Justified,164,Treatment Completed,אזרח,הנילונה לא מסרה את המסמכים המבוקשים
755, 439/22,Online Form,2022-06-27 00:00:00,Lack of Justification,2022-11-20 00:00:00,האפוטרופוס הכללי והכונס הרשמי,2023-05-18 00:00:00,Unjustified,179,Treatment Completed,אזרח,חופש מידע
756, 72/23,Online Form,2022-09-26 00:00:00,Lack of Justification,2023-02-28 00:00:00,משרד החקלאות ופיתוח הכפר,2023-09-07 00:00:00,Justified,192,Treatment Completed,עמותה,שריפות גזם ופסולת חקלאית
757, 375/21,Email,2021-01-27 00:00:00,No Response,2021-07-27 00:00:00,משטרת ישראל,2021-08-30 00:00:00,Justified,34,Treatment Completed,אזרח,רישום משטרתי ליוצאי אתיופיה
758, 91/22,Online Form,2022-06-02 00:00:00,No Response,2022-10-03 00:00:00,משרד החינוך,2022-03-29 00:00:00,Justified,19,Treatment Completed,אזרח,מעקב תהליכים - שאלון
759, 27/23,Online Form,2022-12-12 00:00:00,No Response,2023-01-22 00:00:00,משרד הפנים,2023-12-14 00:00:00,Partially Justified,326,Treatment Completed,אזרח,בקשה למידע ציבורי- הקצאות מקרקעין
760, 112/22,Online Form,2022-03-01 00:00:00,No Response,2022-03-22 00:00:00,משרד התיירות,2022-04-27 00:00:00,Justified,36,Treatment Completed,אזרח,הקצאת מקרקעין
761, 367/22,Online Form,2022-10-05 00:00:00,No Response,2022-08-29 00:00:00,צהל,2023-05-04 00:00:00,Justified,248,Treatment Completed,אזרח,"נתונים על אירועים לבבים בצהל בשנים 18-21"""
762, 629/21,Online Form,2021-04-30 00:00:00,No Response,2021-12-23 00:00:00,משרד הרווחה והשירותים החברתיים,2022-02-07 00:00:00,Justified,46,Treatment Completed,אזרח,מידע בנושא מעבר מבחני רשיונות
763, 614/21,Online Form,2021-10-21 00:00:00,No Response,2021-12-17 00:00:00,מתאם פעולות הממשלה בשטחים מתפש,2022-03-09 00:00:00,Unjustified,83,Treatment Completed,אזרח,מידע בנוגע לפעילות יחידת הפיקוח
764, 234/24,Online Form,2023-07-06 00:00:00,No Response,2024-05-07 00:00:00,משרד הבריאות,,,39,In Treatment,אזרח,"נתונים אודות תחומים שונים (ריטלין, פסיכיאטריה, נזעי חשמל, פירכוס, אובדנות, אשפוז בכפיה ועוד)"
765, 246/23,Online Form,2023-07-05 00:00:00,No Response,2023-06-25 00:00:00,מתאם פעולות הממשלה בשטחים מתפש,2023-09-27 00:00:00,Justified,94,Treatment Completed,אחר,אופן הטלת מניעה
766, 274/22,Online Form,2022-06-15 00:00:00,Lack of Justification,2022-06-21 00:00:00,משרד המשפטים,2022-06-28 00:00:00,Unjustified,8,Treatment Completed,אזרח,מספר עובדים עם מוגבלות משמעותית 
767, 30/22,Online Form,2021-12-14 00:00:00,No Response,2022-01-26 00:00:00,משרד העבודה,2022-02-13 00:00:00,Justified,18,Treatment Completed,אזרח,קבלת מידע על מכללות לתחבורה בצפון
768, 217/24,Online Form,2024-05-13 00:00:00,No Response,2024-06-23 00:00:00,הרשות להגנת הצרכן ולסחר הוגן,2024-07-10 00:00:00,Unjustified,17,Treatment Completed,אזרח,אי קבלת מענה ענייני
769, 139/24,Online Form,2023-08-13 00:00:00,No Response,2024-02-05 00:00:00,רשות מקרקעי ישראל,2024-07-25 00:00:00,Unjustified,84,Treatment Completed,אזרח,מידע דחוף
770, 637/21,Online Form,2021-11-17 00:00:00,No Response,2021-12-27 00:00:00,משרד התחבורה והבטיחות בדרכים,2022-02-27 00:00:00,Justified,62,Treatment Completed,אזרח,תגמולים לחברות על תיקופים של הנוסעים
771, 60/22,Online Form,2022-08-01 00:00:00,No Response,2022-02-14 00:00:00,משרד החינוך,2022-05-26 00:00:00,Justified,101,Treatment Completed,אזרח,פירוט חלוקת תמיכות
772, 75/23,Online Form,2023-01-25 00:00:00,No Response,2023-01-03 00:00:00,משרד החינוך,2023-05-03 00:00:00,Justified,63,Treatment Completed,אזרח,פרוטוקול וועדה פריטטית
773, 346/22,Online Form,2021-11-02 00:00:00,No Response,2022-08-19 00:00:00,משטרת ישראל,2022-09-08 00:00:00,Unjustified,20,Treatment Completed,אזרח,"בקשה לקבלת תיק חקירה פלא 19/373477"""
774, 357/21,Email,2021-03-25 00:00:00,Lack of Justification,2021-07-20 00:00:00,משרד המשפטים,2021-08-11 00:00:00,Unjustified,22,Treatment Completed,אזרח,קבלת העתק צווי איסור פרסום
775, 62/24,Online Form,2023-12-18 00:00:00,No Response,2024-02-20 00:00:00,משרד התקשורת,2024-03-04 00:00:00,Justified,13,Treatment Completed,אזרח,מספר מקוצר כוכבית וארבע ספרות
776, 276/23,Online Form,2023-03-30 00:00:00,No Response,2023-07-18 00:00:00,רשות שוק ההון הביטוח והחיסכון,2023-09-21 00:00:00,Justified,65,Treatment Completed,אזרח,המסלקה הפנסיונית
777, 268/23,Online Form,2023-03-07 00:00:00,No Response,2023-10-07 00:00:00,רשות מקרקעי ישראל,2023-07-10 00:00:00,Unjustified,0,Treatment Completed,אזרח,מידע על עסקאות 
778, 126/23,Online Form,2023-02-28 00:00:00,No Response,2023-03-26 00:00:00,משרד המשפטים,2023-05-10 00:00:00,Unjustified,45,Treatment Completed,אזרח,אי מתן מענה
779, 61/22,Online Form,2022-08-01 00:00:00,No Response,2022-02-14 00:00:00,משרד הרווחה והשירותים החברתיים,2022-02-17 00:00:00,Justified,3,Treatment Completed,אזרח,פירוט חלוקת תמיכות
780, 104/24,Online Form,2023-07-11 00:00:00,No Response,2024-03-04 00:00:00,משרד המשפטים,2024-04-03 00:00:00,Unjustified,0,Treatment Completed,אזרח,אי מתן מענה !במועד! סמוכין 394794 תאריך 07.11.23 
781, 149/24,Online Form,2024-12-02 00:00:00,No Response,2024-09-05 00:00:00,משרד המשפטים,2024-05-22 00:00:00,Justified,13,Treatment Completed,אחר,כתבי אישום
782, 457/22,Online Form,2022-12-07 00:00:00,No Response,2022-11-28 00:00:00,משרד הבריאות,2023-07-10 00:00:00,Justified,224,Treatment Completed,אחר,תיקון העלון לתרופת פרופסיה
783, 376/22,Online Form,2022-02-08 00:00:00,No Response,2022-06-09 00:00:00,משרד החינוך,2022-09-14 00:00:00,Justified,8,Treatment Completed,אזרח,וועדת החריגים תמריצים
784, 76/23,Online Form,2023-01-29 00:00:00,No Response,2023-02-03 00:00:00,משרד החקלאות ופיתוח הכפר,2023-12-14 00:00:00,Unjustified,287,Treatment Completed,אזרח,אי מתן מענה לבקשת מידע  29.01.23 סמוכין 357354 
785, 248/24,Online Form,2024-02-20 00:00:00,No Response,2024-07-14 00:00:00,משרד האוצר,,,30,In Treatment,אחר,נגישות לאנשים עם מוגבלות
786, 105/22,Online Form,2022-01-23 00:00:00,No Response,2022-03-14 00:00:00,משרד העבודה,2022-05-26 00:00:00,Justified,73,Treatment Completed,אזרח,מחקר תחלואת סרטן עודפת
