_id,Complaint Number,Channel of Receipt,Initial Request Date for Information,Complaint Subject,Complaint Receipt Date,Entity Complained Against,Closing Date,Decision,Number of Treatment Days,Status,Complainant Type,Freedom of Information Request Subject,Complaint Receipt Year,Complaint Receipt Month,Initial Response Days,Justified
701, 285/22,Online Form,2022-05-15 00:00:00,No Response,2022-06-30 00:00:00,משרד החינוך,2022-07-05 00:00:00,Justified,5.0,Treatment Completed,אזרח,בירור לגבי העברת מענק מיוחד,2022,6,46,1
702, 422/22,Online Form,2022-05-22 00:00:00,No Response,2022-04-11 00:00:00,משרד הבריאות,2023-05-04 00:00:00,Justified,181.0,Treatment Completed,אזרח,מחלת פוליו בארץ,2022,4,0,1
703, 385/22,Online Form,2022-07-17 00:00:00,No Response,2022-09-18 00:00:00,משרד הבריאות,2023-05-03 00:00:00,Justified,227.0,Treatment Completed,אזרח,מידע חייב בפרסום לעניין אישי,2022,9,63,1
704, 138/23,Online Form,2021-06-21 00:00:00,No Response,2023-03-04 00:00:00,משרד הבריאות,2023-08-10 00:00:00,Justified,129.0,Treatment Completed,אזרח,פעילות הדסק החרדי בקורונה,2023,3,621,1
705, 408/22,Online Form,2022-05-09 00:00:00,No Response,2022-10-18 00:00:00,רשות החברות הממשלתיות,2023-04-23 00:00:00,Unjustified,187.0,Treatment Completed,אחר, פרטים על הוועדה המייעצת בנושא מינוי דירקטורים,2022,10,162,0
706, 289/22,Online Form,2022-02-15 00:00:00,No Response,2022-06-07 00:00:00,משרד הבריאות,2022-09-11 00:00:00,Justified,67.0,Treatment Completed,אחר,מידע לגבי יבוא טובין,2022,6,112,1
707, 244/24,Online Form,2024-02-05 00:00:00,No Response,2024-11-07 00:00:00,משרד הפנים,2024-07-15 00:00:00,Unjustified,4.0,Treatment Completed,אזרח,נתונים לגבי תווי המזון - סבב שני ,2024,11,276,0
708, 137/23,Online Form,2023-01-15 00:00:00,No Response,2023-03-04 00:00:00,משרד החקלאות ופיתוח הכפר,2023-07-10 00:00:00,Justified,99.0,Treatment Completed,עמותה,אגף הדיג,2023,3,48,1
709, 118/22,Online Form,2022-09-02 00:00:00,No Response,2022-03-23 00:00:00,משרד הבריאות,2022-05-26 00:00:00,Justified,64.0,Treatment Completed,אזרח,החלטות בדבר בנק הדם,2022,3,0,1
710, 426/22,Online Form,2022-05-09 00:00:00,No Response,2022-10-11 00:00:00,רשות החברות הממשלתיות,2023-04-23 00:00:00,Justified,164.0,Treatment Completed,אחר,אי מתן מענה גם אחרי ארכה,2022,10,155,1
711, 375/22,Online Form,2022-04-07 00:00:00,No Response,2022-05-09 00:00:00,צבא הגנה לישראל,2023-05-04 00:00:00,Justified,241.0,Treatment Completed,אזרח,מידע על התנהלות בשער שני במודל הקבע,2022,5,32,1
712, 278/23,Online Form,2022-10-02 00:00:00,No Response,2023-07-19 00:00:00,משרד התיירות,2024-02-29 00:00:00,Unjustified,225.0,Treatment Completed,אזרח,בקשת מידע,2023,7,290,0
713, 40/23,Online Form,2022-09-23 00:00:00,No Response,2023-07-02 00:00:00,מתאם פעולות הממשלה בשטחים (מתפש),2023-02-19 00:00:00,Justified,12.0,Treatment Completed,אזרח,מספר הפלסטינים בגדה המערבית וברצועת עזה,2023,7,282,1
714, 374/22,Online Form,2022-08-31 00:00:00,No Response,2022-04-09 00:00:00,משרד הביטחון,2022-09-08 00:00:00,Unjustified,4.0,Treatment Completed,אזרח,מידע על אגף שיקום נכים במשהבט,2022,4,0,0
715, 140/23,Online Form,2022-12-18 00:00:00,No Response,2023-03-04 00:00:00,צבא הגנה לישראל,2023-07-10 00:00:00,Justified,98.0,Treatment Completed,עמותה,"פגישות נציגי צהל עם נציגי משרד האוצר בנושא תקנות """,2023,3,76,1
716, 248/22,Online Form,2022-07-02 00:00:00,No Response,2022-08-06 00:00:00,משרד הבריאות,2022-08-01 00:00:00,Justified,55.0,Treatment Completed,אזרח,הוספת סטודנטים לרפואה,2022,8,35,1
717, 441/23,Online Form,2023-01-03 00:00:00,No Response,2023-10-27 00:00:00,משרד האוצר,2023-12-14 00:00:00,Unjustified,48.0,Treatment Completed,אזרח,אי מתן מענה סמוכין 361890 מתאריך 01.03.23 ,2023,10,297,0
718, 399/22,Online Form,2022-08-28 00:00:00,No Response,2022-02-10 00:00:00,משרד החינוך,2023-04-20 00:00:00,Justified,200.0,Treatment Completed,אזרח,נהלי טראנסג'נדרים ,2022,2,0,1
719, 256/24,Online Form,2024-09-06 00:00:00,Lack of Justification,2024-07-15 00:00:00,משטרת ישראל,2024-08-08 00:00:00,Unjustified,24.0,Treatment Completed,אזרח,הסדר ניגוד עניינים,2024,7,0,0
720, 353/22,Online Form,2022-01-06 00:00:00,No Response,2022-08-22 00:00:00,צבא הגנה לישראל,2022-09-21 00:00:00,Justified,30.0,Treatment Completed,עמותה,קביעת תאריך גיוס,2022,8,228,1
721, 119/24,Online Form,2023-09-11 00:00:00,No Response,2024-04-15 00:00:00,משרד המשפטים,2024-04-15 00:00:00,Unjustified,0.0,Treatment Completed,אזרח,אי מתן מענה סמוכין 395069 תאריך 09.11.23 ,2024,4,217,0
722, 425/23,Online Form,2023-07-19 00:00:00,Publication of Administrative Guidelines,2023-09-29 00:00:00,המשרד להגנת הסביבה,2024-01-10 00:00:00,Unjustified,103.0,Treatment Completed,אזרח,Unknown,2023,9,72,0
723, 69/22,Online Form,2022-01-16 00:00:00,No Response,2022-02-20 00:00:00,משרד הבריאות,2022-05-26 00:00:00,Justified,95.0,Treatment Completed,אזרח,אי מתן מענה בבקשה לקבלת מידע על פי חוק,2022,2,35,1
724, 467/23,Online Form,2023-11-08 00:00:00,No Response,2023-07-11 00:00:00,משרד החקלאות ופיתוח הכפר,2023-12-14 00:00:00,Unjustified,37.0,Treatment Completed,אזרח,אי מתן מענה לבקשה 11.08.23 סמוכין  384552 ,2023,7,0,0
725, 6/22,Online Form,2022-04-01 00:00:00,Publication of Administrative Guidelines,2022-04-01 00:00:00,משרד התיירות,2022-03-10 00:00:00,Unjustified,65.0,Treatment Completed,אזרח,Unknown,2022,4,0,0
726, 417/21,Email,2021-06-21 00:00:00,Lack of Justification,2021-12-08 00:00:00,רשות מקרקעי ישראל,2021-11-03 00:00:00,Justified,63.0,Treatment Completed,אזרח,"אדמות יהודים ביוש""",2021,12,170,1
727, 220/24,Online Form,2024-02-19 00:00:00,No Response,2024-06-24 00:00:00,משרד הבריאות,2024-08-12 00:00:00,Justified,49.0,Treatment Completed,עמותה,פירוט התקשרויות מאושרות למחקר,2024,6,126,1
728, 204/22,Online Form,2022-01-19 00:00:00,No Response,2022-10-05 00:00:00,משרד האוצר,2022-06-08 00:00:00,Justified,29.0,Treatment Completed,אזרח,"נתוני משפטנים בצהל""",2022,10,259,1
729, 412/21,Online Form,2021-08-19 00:00:00,No Response,2021-08-30 00:00:00,משרד הכלכלה,2021-11-03 00:00:00,Unjustified,65.0,Treatment Completed,אזרח,מידע על הוועדה המייעצת להעברת מעונות היום,2021,8,11,0
730, 204/23,Online Form,2023-03-23 00:00:00,No Response,2023-05-25 00:00:00,משרד החינוך,2023-07-24 00:00:00,Justified,61.0,Treatment Completed,אזרח,בירור אפלייה ותנאי רפורמת אופק חדש,2023,5,63,1
731, 71/23,Online Form,2022-09-24 00:00:00,No Response,2023-02-28 00:00:00,הרשות הארצית לכבאות והצלה,2023-12-14 00:00:00,Justified,290.0,Treatment Completed,עמותה,שריפות פסולת,2023,2,157,1
732, 221/24,Online Form,2023-01-29 00:00:00,No Response,2024-06-25 00:00:00,משרד הבריאות,2024-08-12 00:00:00,Justified,48.0,Treatment Completed,אזרח,מסמכים לגבי החיסון מותאם אומיקרון,2024,6,513,1
733, 397/21,Online Form,2020-01-01 00:00:00,No Response,2021-08-16 00:00:00,הנהלת בתי הדין הרבניים,2022-03-16 00:00:00,Justified,212.0,Treatment Completed,עמותה, 9 בקשות שונות שלא נענו מאז 2020,2021,8,593,1
734, 201/22,Online Form,2022-11-04 00:00:00,Fees,2022-09-05 00:00:00,משרד התחבורה והבטיחות בדרכים,2022-07-25 00:00:00,Justified,77.0,Treatment Completed,אזרח, מידע ממאגר,2022,9,0,1
735, 476/22,Online Form,2022-05-17 00:00:00,No Response,2022-11-12 00:00:00,משרד החינוך,2023-02-16 00:00:00,Justified,67.0,Treatment Completed,אחר,אמיר לנציאנו,2022,11,179,1
736, 164/22,Online Form,2022-01-19 00:00:00,No Response,2022-04-14 00:00:00,משרד הבינוי והשיכון,2022-04-28 00:00:00,Unjustified,14.0,Treatment Completed,חברה,שימועים בגין עבירות בטיחות – רשם הקבלנים,2022,4,85,0
737, 247/23,Online Form,2022-06-09 00:00:00,No Response,2023-06-26 00:00:00,הרבנות הראשית לישראל,2023-07-31 00:00:00,Unjustified,36.0,Treatment Completed,אזרח,העלמת מידע ,2023,6,382,0
738, 8/24,Online Form,2023-05-09 00:00:00,Lack of Justification,2024-07-01 00:00:00,משרד החינוך,2024-01-18 00:00:00,Justified,11.0,Treatment Completed,עמותה,מבחן מחוננים,2024,7,419,1
739, 182/23,Online Form,2023-01-29 00:00:00,No Response,2023-11-05 00:00:00,משרד האוצר,2023-07-13 00:00:00,Unjustified,63.0,Treatment Completed,אזרח,קבלת העתק מסמך תשובת שר האוצר,2023,11,280,0
740, 18/24,Online Form,2024-12-01 00:00:00,No Response,2024-01-14 00:00:00,מנהל אזרחי אזור יהודה ושומרון,2024-03-07 00:00:00,Justified,53.0,Treatment Completed,אזרח,פסקי דין מאושרים לצו 348,2024,1,0,1
741, 255/24,Online Form,2024-03-25 00:00:00,No Response,2024-07-15 00:00:00,משרד המשפטים,,,29.0,In Treatment,עמותה,צו הורות פסיקתי,2024,7,112,0
742, 272/23,Online Form,2022-09-24 00:00:00,No Response,2023-07-14 00:00:00,המשרד להגנת הסביבה,2023-08-31 00:00:00,Justified,48.0,Treatment Completed,עמותה,פעילות המשטרה הירוקה,2023,7,293,1
743, 395/21,Online Form,2021-12-08 00:00:00,No Response,2021-08-16 00:00:00,משרד התחבורה והבטיחות בדרכים,2021-08-17 00:00:00,Unjustified,1.0,Treatment Completed,אזרח,תקצוב משרד התחבורה פרויקטים תחבורתיים וסובסידיות ב,2021,8,0,0
744, 404/23,Online Form,2023-04-20 00:00:00,No Response,2023-11-09 00:00:00,משרד הבריאות,2024-01-10 00:00:00,Justified,121.0,Treatment Completed,אזרח,אצוות חיסון פייזר,2023,11,203,1
745, 215/22,Online Form,2021-04-12 00:00:00,No Response,2022-05-18 00:00:00,מנהל אזרחי אזור יהודה ושומרון,2022-06-01 00:00:00,Justified,14.0,Treatment Completed,אזרח,פעולות אכיפה בתחום איכות הסביבה,2022,5,401,1
746, 387/21,Online Form,2021-02-15 00:00:00,No Response,2021-09-08 00:00:00,משרד הבריאות,2022-03-16 00:00:00,Justified,219.0,Treatment Completed,אזרח,פניה מס' 643068 ופניה מספר 644187,2021,9,205,1
747, 70/22,Online Form,2021-12-14 00:00:00,No Response,2022-02-20 00:00:00,משרד ראש הממשלה,2022-05-26 00:00:00,Justified,95.0,Treatment Completed,אזרח,עלות חכירת מטוס מסחרי לטיסות,2022,2,68,1
748, 166/24,Online Form,2023-12-02 00:00:00,No Response,2024-05-20 00:00:00,משרד הבריאות,2024-07-01 00:00:00,Justified,42.0,Treatment Completed,אזרח,אופן חישוב השתתפות בדמי אשפוז,2024,5,170,1
749, 51/22,Online Form,2021-09-09 00:00:00,No Response,2022-10-02 00:00:00,המשרד להגנת הסביבה,2022-05-26 00:00:00,Justified,105.0,Treatment Completed,אזרח,רותם אמפרט,2022,10,388,1
750, 411/22,Online Form,2022-09-18 00:00:00,No Response,2022-10-19 00:00:00,משרד החינוך,2023-05-03 00:00:00,Justified,196.0,Treatment Completed,עמותה,פרטים על מורי החטיבות העליונות,2022,10,31,1
751, 259/24,Online Form,2024-03-13 00:00:00,No Response,2024-07-15 00:00:00,צבא הגנה לישראל,,,29.0,In Treatment,עמותה,כריתת אשך ללא הסכמה,2024,7,124,0
752, 393/22,Online Form,2022-07-16 00:00:00,No Response,2022-09-20 00:00:00,משרד הכלכלה,2023-05-04 00:00:00,Unjustified,226.0,Treatment Completed,אזרח,מתן חסויות על ידי משרד הכלכלה ועובדי ציברר ממשרד ה,2022,9,66,0
753, 72/22,Online Form,2022-02-22 00:00:00,No Response,2022-02-22 00:00:00,משרד הבריאות,2022-04-12 00:00:00,Justified,49.0,Treatment Completed,עמותה,חלופות ניסויים משרד הבריאות,2022,2,0,1
754, 31/23,Online Form,2022-02-12 00:00:00,No Response,2023-01-27 00:00:00,הרשות הארצית לכבאות והצלה,2023-07-10 00:00:00,Justified,164.0,Treatment Completed,אזרח,הנילונה לא מסרה את המסמכים המבוקשים,2023,1,349,1
755, 439/22,Online Form,2022-06-27 00:00:00,Lack of Justification,2022-11-20 00:00:00,האפוטרופוס הכללי והכונס הרשמי,2023-05-18 00:00:00,Unjustified,179.0,Treatment Completed,אזרח,חופש מידע,2022,11,146,0
756, 72/23,Online Form,2022-09-26 00:00:00,Lack of Justification,2023-02-28 00:00:00,משרד החקלאות ופיתוח הכפר,2023-09-07 00:00:00,Justified,192.0,Treatment Completed,עמותה,שריפות גזם ופסולת חקלאית,2023,2,155,1
757, 375/21,Email,2021-01-27 00:00:00,No Response,2021-07-27 00:00:00,משטרת ישראל,2021-08-30 00:00:00,Justified,34.0,Treatment Completed,אזרח,רישום משטרתי ליוצאי אתיופיה,2021,7,181,1
758, 91/22,Online Form,2022-06-02 00:00:00,No Response,2022-10-03 00:00:00,משרד החינוך,2022-03-29 00:00:00,Justified,19.0,Treatment Completed,אזרח,מעקב תהליכים - שאלון,2022,10,123,1
759, 27/23,Online Form,2022-12-12 00:00:00,No Response,2023-01-22 00:00:00,משרד הפנים,2023-12-14 00:00:00,Partially Justified,326.0,Treatment Completed,אזרח,בקשה למידע ציבורי- הקצאות מקרקעין,2023,1,41,0
760, 112/22,Online Form,2022-03-01 00:00:00,No Response,2022-03-22 00:00:00,משרד התיירות,2022-04-27 00:00:00,Justified,36.0,Treatment Completed,אזרח,הקצאת מקרקעין,2022,3,21,1
761, 367/22,Online Form,2022-10-05 00:00:00,No Response,2022-08-29 00:00:00,צבא הגנה לישראל,2023-05-04 00:00:00,Justified,248.0,Treatment Completed,אזרח,"נתונים על אירועים לבבים בצהל בשנים 18-21""",2022,8,0,1
762, 629/21,Online Form,2021-04-30 00:00:00,No Response,2021-12-23 00:00:00,משרד העבודה הרווחה והשירותים החברתיים,2022-02-07 00:00:00,Justified,46.0,Treatment Completed,אזרח,מידע בנושא מעבר מבחני רשיונות,2021,12,237,1
763, 614/21,Online Form,2021-10-21 00:00:00,No Response,2021-12-17 00:00:00,מתאם פעולות הממשלה בשטחים (מתפש),2022-03-09 00:00:00,Unjustified,83.0,Treatment Completed,אזרח,מידע בנוגע לפעילות יחידת הפיקוח,2021,12,57,0
764, 234/24,Online Form,2023-07-06 00:00:00,No Response,2024-05-07 00:00:00,משרד הבריאות,,,39.0,In Treatment,אזרח,"נתונים אודות תחומים שונים (ריטלין, פסיכיאטריה, נזעי חשמל, פירכוס, אובדנות, אשפוז בכפיה ועוד)",2024,5,306,0
765, 246/23,Online Form,2023-07-05 00:00:00,No Response,2023-06-25 00:00:00,מתאם פעולות הממשלה בשטחים (מתפש),2023-09-27 00:00:00,Justified,94.0,Treatment Completed,אחר,אופן הטלת מניעה,2023,6,0,1
766, 274/22,Online Form,2022-06-15 00:00:00,Lack of Justification,2022-06-21 00:00:00,משרד המשפטים,2022-06-28 00:00:00,Unjustified,8.0,Treatment Completed,אזרח,מספר עובדים עם מוגבלות משמעותית ,2022,6,6,0
767, 30/22,Online Form,2021-12-14 00:00:00,No Response,2022-01-26 00:00:00,משרד העבודה הרווחה והשירותים החברתיים,2022-02-13 00:00:00,Justified,18.0,Treatment Completed,אזרח,קבלת מידע על מכללות לתחבורה בצפון,2022,1,43,1
768, 217/24,Online Form,2024-05-13 00:00:00,No Response,2024-06-23 00:00:00,הרשות להגנת הצרכן ולסחר הוגן,2024-07-10 00:00:00,Unjustified,17.0,Treatment Completed,אזרח,אי קבלת מענה ענייני,2024,6,41,0
769, 139/24,Online Form,2023-08-13 00:00:00,No Response,2024-02-05 00:00:00,רשות מקרקעי ישראל,2024-07-25 00:00:00,Unjustified,84.0,Treatment Completed,אזרח,מידע דחוף,2024,2,176,0
770, 637/21,Online Form,2021-11-17 00:00:00,No Response,2021-12-27 00:00:00,משרד התחבורה והבטיחות בדרכים,2022-02-27 00:00:00,Justified,62.0,Treatment Completed,אזרח,תגמולים לחברות על תיקופים של הנוסעים,2021,12,40,1
771, 60/22,Online Form,2022-08-01 00:00:00,No Response,2022-02-14 00:00:00,משרד החינוך,2022-05-26 00:00:00,Justified,101.0,Treatment Completed,אזרח,פירוט חלוקת תמיכות,2022,2,0,1
772, 75/23,Online Form,2023-01-25 00:00:00,No Response,2023-01-03 00:00:00,משרד החינוך,2023-05-03 00:00:00,Justified,63.0,Treatment Completed,אזרח,פרוטוקול וועדה פריטטית,2023,1,0,1
773, 346/22,Online Form,2021-11-02 00:00:00,No Response,2022-08-19 00:00:00,משטרת ישראל,2022-09-08 00:00:00,Unjustified,20.0,Treatment Completed,אזרח,"בקשה לקבלת תיק חקירה פלא 19/373477""",2022,8,290,0
